date,revenue,units_sold,product,region
2026-04-06,300.19,2,Growth Plan,EMEA
2026-04-06,52.83,1,Starter Plan,APAC
2026-04-06,30.63,1,Add-on Seats,North America
2026-04-06,404.44,1,Enterprise Plan,North America
2026-04-06,121.52,2,Starter Plan,North America
2026-04-06,200.46,1,Growth Plan,North America
2026-04-06,56.35,2,Add-on Seats,North America
2026-04-06,49.45,1,Starter Plan,APAC
2026-04-06,53.54,2,Add-on Seats,North America
2026-04-06,447.47,2,Growth Plan,North America
2026-04-06,60.04,1,Starter Plan,North America
2026-04-06,107.24,2,Starter Plan,North America
2026-04-06,160.72,1,Growth Plan,EMEA
2026-04-06,59.29,2,Add-on Seats,North America
2026-04-06,56.93,1,Starter Plan,APAC
2026-04-06,122.45,2,Starter Plan,EMEA
2026-04-06,384.95,2,Growth Plan,North America
2026-04-06,303.82,2,Growth Plan,North America
2026-04-07,291.83,2,Growth Plan,EMEA
2026-04-07,26.4,1,Add-on Seats,APAC
2026-04-07,110.22,2,Starter Plan,North America
2026-04-07,27.99,1,Add-on Seats,EMEA
2026-04-07,116.16,2,Starter Plan,North America
2026-04-07,400.74,1,Enterprise Plan,APAC
2026-04-07,164.12,1,Growth Plan,EMEA
2026-04-07,118.17,2,Starter Plan,North America
2026-04-07,172.63,1,Growth Plan,EMEA
2026-04-07,169.41,1,Growth Plan,EMEA
2026-04-07,122.71,2,Starter Plan,APAC
2026-04-07,88.34,3,Add-on Seats,North America
2026-04-07,772.97,2,Enterprise Plan,North America
2026-04-07,90.15,3,Add-on Seats,EMEA
2026-04-07,52.93,2,Add-on Seats,EMEA
2026-04-07,55.98,2,Add-on Seats,North America
2026-04-07,112.32,2,Starter Plan,North America
2026-04-07,764.79,2,Enterprise Plan,North America
2026-04-07,179.12,3,Starter Plan,EMEA
2026-04-07,55.54,1,Starter Plan,EMEA
2026-04-07,60.08,1,Starter Plan,North America
2026-04-07,53.28,1,Starter Plan,North America
2026-04-07,437.05,1,Enterprise Plan,North America
2026-04-07,384.93,1,Enterprise Plan,North America
2026-04-07,103.58,2,Starter Plan,North America
2026-04-07,71.27,3,Add-on Seats,EMEA
2026-04-07,388.17,1,Enterprise Plan,North America
2026-04-07,188.19,1,Growth Plan,North America
2026-04-07,113.18,2,Starter Plan,North America
2026-04-07,122.02,2,Starter Plan,North America
2026-04-08,58.21,1,Starter Plan,North America
2026-04-08,323.31,2,Growth Plan,North America
2026-04-08,337.01,2,Growth Plan,APAC
2026-04-08,61.84,1,Starter Plan,EMEA
2026-04-08,23.12,1,Add-on Seats,North America
2026-04-08,32.04,1,Add-on Seats,North America
2026-04-08,117.06,2,Starter Plan,APAC
2026-04-08,54.21,2,Add-on Seats,EMEA
2026-04-08,780.49,2,Enterprise Plan,North America
2026-04-08,58.84,2,Add-on Seats,EMEA
2026-04-08,59.07,1,Starter Plan,APAC
2026-04-08,56.15,1,Starter Plan,APAC
2026-04-08,373.56,1,Enterprise Plan,North America
2026-04-08,60.43,1,Starter Plan,APAC
2026-04-08,56.27,2,Add-on Seats,APAC
2026-04-08,55.7,1,Starter Plan,North America
2026-04-08,341.16,2,Growth Plan,North America
2026-04-08,831.85,2,Enterprise Plan,North America
2026-04-08,107.98,2,Starter Plan,EMEA
2026-04-08,185.29,1,Growth Plan,EMEA
2026-04-08,175.48,1,Growth Plan,North America
2026-04-08,157.61,1,Growth Plan,North America
2026-04-08,364.41,2,Growth Plan,North America
2026-04-08,175.56,1,Growth Plan,APAC
2026-04-08,348.78,2,Growth Plan,EMEA
2026-04-08,28.21,1,Add-on Seats,APAC
2026-04-08,181.8,1,Growth Plan,APAC
2026-04-08,113.87,2,Starter Plan,North America
2026-04-08,313.48,2,Growth Plan,EMEA
2026-04-08,127.32,2,Starter Plan,EMEA
2026-04-09,426.26,1,Enterprise Plan,North America
2026-04-09,389.53,2,Growth Plan,North America
2026-04-09,32.5,1,Add-on Seats,APAC
2026-04-09,29.83,1,Add-on Seats,APAC
2026-04-09,443.03,1,Enterprise Plan,EMEA
2026-04-09,171.51,1,Growth Plan,North America
2026-04-09,49.92,1,Starter Plan,North America
2026-04-09,310.41,2,Growth Plan,EMEA
2026-04-09,743.35,2,Enterprise Plan,EMEA
2026-04-09,112.85,2,Starter Plan,EMEA
2026-04-09,63.32,2,Add-on Seats,North America
2026-04-09,59.41,2,Add-on Seats,North America
2026-04-09,115.35,2,Starter Plan,APAC
2026-04-09,777.32,2,Enterprise Plan,North America
2026-04-09,162.26,1,Growth Plan,North America
2026-04-09,177.98,1,Growth Plan,North America
2026-04-09,350.08,2,Growth Plan,APAC
2026-04-09,56.89,1,Starter Plan,North America
2026-04-09,102.7,2,Starter Plan,APAC
2026-04-09,396.0,1,Enterprise Plan,North America
2026-04-09,171.89,1,Growth Plan,North America
2026-04-09,117.48,2,Starter Plan,North America
2026-04-09,390.54,1,Enterprise Plan,North America
2026-04-09,332.29,2,Growth Plan,APAC
2026-04-09,390.62,1,Enterprise Plan,North America
2026-04-09,97.3,2,Starter Plan,North America
2026-04-09,52.55,1,Starter Plan,North America
2026-04-09,169.53,1,Growth Plan,EMEA
2026-04-09,371.35,2,Growth Plan,EMEA
2026-04-09,61.53,2,Add-on Seats,North America
2026-04-09,54.71,2,Add-on Seats,EMEA
2026-04-09,62.73,2,Add-on Seats,North America
2026-04-09,51.82,1,Starter Plan,North America
2026-04-09,82.61,3,Add-on Seats,APAC
2026-04-10,505.0,3,Growth Plan,EMEA
2026-04-10,397.07,1,Enterprise Plan,EMEA
2026-04-10,105.4,2,Starter Plan,APAC
2026-04-10,58.75,2,Add-on Seats,APAC
2026-04-10,58.55,2,Add-on Seats,North America
2026-04-10,120.09,2,Starter Plan,APAC
2026-04-10,58.51,1,Starter Plan,EMEA
2026-04-10,119.57,2,Starter Plan,North America
2026-04-10,28.99,1,Add-on Seats,North America
2026-04-10,294.45,2,Growth Plan,APAC
2026-04-10,58.98,1,Starter Plan,EMEA
2026-04-10,70.49,1,Starter Plan,North America
2026-04-10,387.7,1,Enterprise Plan,EMEA
2026-04-10,845.39,2,Enterprise Plan,APAC
2026-04-10,26.53,1,Add-on Seats,EMEA
2026-04-10,62.54,2,Add-on Seats,North America
2026-04-10,47.17,1,Starter Plan,APAC
2026-04-10,27.56,1,Add-on Seats,North America
2026-04-10,925.01,2,Enterprise Plan,North America
2026-04-10,58.75,1,Starter Plan,North America
2026-04-10,50.92,1,Starter Plan,APAC
2026-04-10,151.02,1,Growth Plan,APAC
2026-04-10,53.64,1,Starter Plan,EMEA
2026-04-10,51.13,1,Starter Plan,North America
2026-04-10,30.5,1,Add-on Seats,APAC
2026-04-10,61.46,1,Starter Plan,APAC
2026-04-10,54.05,2,Add-on Seats,EMEA
2026-04-10,114.95,2,Starter Plan,EMEA
2026-04-10,120.47,2,Starter Plan,North America
2026-04-10,154.51,1,Growth Plan,North America
2026-04-10,303.87,2,Growth Plan,North America
2026-04-10,33.19,1,Add-on Seats,North America
2026-04-11,849.04,2,Enterprise Plan,EMEA
2026-04-11,340.36,2,Growth Plan,North America
2026-04-11,57.07,1,Starter Plan,APAC
2026-04-11,120.43,2,Starter Plan,EMEA
2026-04-11,103.86,2,Starter Plan,EMEA
2026-04-11,355.12,2,Growth Plan,North America
2026-04-11,178.7,1,Growth Plan,North America
2026-04-11,130.76,2,Starter Plan,North America
2026-04-12,54.21,2,Add-on Seats,APAC
2026-04-12,30.68,1,Add-on Seats,North America
2026-04-12,177.14,1,Growth Plan,North America
2026-04-12,51.16,2,Add-on Seats,North America
2026-04-12,51.31,1,Starter Plan,North America
2026-04-13,60.34,1,Starter Plan,North America
2026-04-13,51.47,1,Starter Plan,North America
2026-04-13,59.6,1,Starter Plan,North America
2026-04-13,114.2,2,Starter Plan,North America
2026-04-13,190.28,3,Starter Plan,North America
2026-04-13,60.58,1,Starter Plan,North America
2026-04-13,33.09,1,Add-on Seats,APAC
2026-04-13,26.81,1,Add-on Seats,EMEA
2026-04-13,59.27,1,Starter Plan,EMEA
2026-04-13,860.62,2,Enterprise Plan,North America
2026-04-13,61.38,1,Starter Plan,EMEA
2026-04-13,355.22,2,Growth Plan,APAC
2026-04-13,303.27,2,Growth Plan,North America
2026-04-13,59.75,2,Add-on Seats,EMEA
2026-04-13,381.82,1,Enterprise Plan,APAC
2026-04-13,109.22,2,Starter Plan,North America
2026-04-13,175.11,1,Growth Plan,EMEA
2026-04-13,57.78,2,Add-on Seats,EMEA
2026-04-13,298.98,2,Growth Plan,EMEA
2026-04-13,331.43,1,Enterprise Plan,North America
2026-04-13,102.07,2,Starter Plan,North America
2026-04-13,24.88,1,Add-on Seats,EMEA
2026-04-13,28.06,1,Add-on Seats,North America
2026-04-13,60.1,2,Add-on Seats,EMEA
2026-04-13,168.29,1,Growth Plan,North America
2026-04-13,356.94,2,Growth Plan,North America
2026-04-13,327.32,2,Growth Plan,APAC
2026-04-13,366.28,2,Growth Plan,North America
2026-04-13,108.82,2,Starter Plan,EMEA
2026-04-13,55.33,1,Starter Plan,North America
2026-04-13,131.71,2,Starter Plan,EMEA
2026-04-13,410.57,1,Enterprise Plan,North America
2026-04-14,28.59,1,Add-on Seats,North America
2026-04-14,36.02,1,Add-on Seats,EMEA
2026-04-14,110.38,2,Starter Plan,North America
2026-04-14,115.4,2,Starter Plan,APAC
2026-04-14,432.25,1,Enterprise Plan,North America
2026-04-14,29.63,1,Add-on Seats,North America
2026-04-14,58.92,2,Add-on Seats,North America
2026-04-14,330.23,2,Growth Plan,EMEA
2026-04-14,198.14,1,Growth Plan,EMEA
2026-04-14,109.01,2,Starter Plan,EMEA
2026-04-14,172.77,1,Growth Plan,APAC
2026-04-14,57.41,1,Starter Plan,North America
2026-04-14,164.27,1,Growth Plan,North America
2026-04-14,54.89,1,Starter Plan,North America
2026-04-14,57.93,1,Starter Plan,North America
2026-04-14,56.65,1,Starter Plan,EMEA
2026-04-14,30.57,1,Add-on Seats,North America
2026-04-14,182.1,1,Growth Plan,EMEA
2026-04-14,52.15,2,Add-on Seats,EMEA
2026-04-14,169.98,3,Starter Plan,EMEA
2026-04-14,124.32,2,Starter Plan,EMEA
2026-04-14,375.75,2,Growth Plan,APAC
2026-04-14,52.02,1,Starter Plan,North America
2026-04-15,179.33,1,Growth Plan,APAC
2026-04-15,25.47,1,Add-on Seats,APAC
2026-04-15,865.32,2,Enterprise Plan,North America
2026-04-15,332.74,2,Growth Plan,EMEA
2026-04-15,120.41,2,Starter Plan,EMEA
2026-04-15,135.36,2,Starter Plan,North America
2026-04-15,58.41,1,Starter Plan,North America
2026-04-15,58.1,1,Starter Plan,EMEA
2026-04-15,123.99,2,Starter Plan,EMEA
2026-04-15,156.37,1,Growth Plan,APAC
2026-04-15,29.13,1,Add-on Seats,North America
2026-04-15,51.19,1,Starter Plan,North America
2026-04-15,28.88,1,Add-on Seats,EMEA
2026-04-15,56.86,1,Starter Plan,EMEA
2026-04-15,66.08,2,Add-on Seats,APAC
2026-04-15,52.21,1,Starter Plan,North America
2026-04-15,152.47,1,Growth Plan,APAC
2026-04-15,60.19,2,Add-on Seats,North America
2026-04-15,303.82,2,Growth Plan,APAC
2026-04-15,447.76,1,Enterprise Plan,North America
2026-04-15,186.42,1,Growth Plan,North America
2026-04-15,79.9,3,Add-on Seats,APAC
2026-04-15,26.12,1,Add-on Seats,APAC
2026-04-15,394.03,1,Enterprise Plan,EMEA
2026-04-15,56.51,2,Add-on Seats,North America
2026-04-15,853.63,2,Enterprise Plan,North America
2026-04-15,1305.09,3,Enterprise Plan,North America
2026-04-15,177.17,1,Growth Plan,APAC
2026-04-16,117.55,2,Starter Plan,EMEA
2026-04-16,860.84,2,Enterprise Plan,North America
2026-04-16,1384.39,3,Enterprise Plan,North America
2026-04-16,182.32,3,Starter Plan,North America
2026-04-16,107.45,2,Starter Plan,North America
2026-04-16,57.38,1,Starter Plan,North America
2026-04-16,876.44,2,Enterprise Plan,EMEA
2026-04-16,124.2,2,Starter Plan,North America
2026-04-16,116.72,2,Starter Plan,North America
2026-04-16,396.54,1,Enterprise Plan,EMEA
2026-04-16,122.33,2,Starter Plan,North America
2026-04-16,28.78,1,Add-on Seats,APAC
2026-04-16,167.0,1,Growth Plan,EMEA
2026-04-16,119.75,2,Starter Plan,North America
2026-04-16,62.32,1,Starter Plan,North America
2026-04-16,53.28,2,Add-on Seats,North America
2026-04-16,54.78,1,Starter Plan,APAC
2026-04-16,53.42,1,Starter Plan,EMEA
2026-04-16,324.78,2,Growth Plan,EMEA
2026-04-16,61.57,1,Starter Plan,North America
2026-04-16,345.42,2,Growth Plan,EMEA
2026-04-16,821.0,2,Enterprise Plan,North America
2026-04-16,166.15,1,Growth Plan,APAC
2026-04-16,174.79,1,Growth Plan,EMEA
2026-04-16,141.82,1,Growth Plan,EMEA
2026-04-16,342.86,2,Growth Plan,APAC
2026-04-16,161.07,1,Growth Plan,EMEA
2026-04-16,407.35,1,Enterprise Plan,EMEA
2026-04-17,402.2,1,Enterprise Plan,EMEA
2026-04-17,124.97,2,Starter Plan,North America
2026-04-17,118.92,2,Starter Plan,APAC
2026-04-17,1211.66,3,Enterprise Plan,APAC
2026-04-17,197.85,1,Growth Plan,APAC
2026-04-17,167.56,1,Growth Plan,APAC
2026-04-17,49.21,1,Starter Plan,North America
2026-04-17,117.59,2,Starter Plan,North America
2026-04-17,18486.56,25,Enterprise Plan,EMEA
2026-04-17,62.63,1,Starter Plan,North America
2026-04-17,169.49,1,Growth Plan,North America
2026-04-17,57.86,2,Add-on Seats,North America
2026-04-17,404.8,2,Growth Plan,EMEA
2026-04-17,156.75,1,Growth Plan,North America
2026-04-17,54.03,1,Starter Plan,North America
2026-04-17,51.23,1,Starter Plan,APAC
2026-04-17,326.63,2,Growth Plan,North America
2026-04-17,932.45,2,Enterprise Plan,North America
2026-04-17,421.54,1,Enterprise Plan,APAC
2026-04-17,336.76,2,Growth Plan,North America
2026-04-18,451.27,1,Enterprise Plan,North America
2026-04-18,209.34,1,Growth Plan,North America
2026-04-18,31.71,1,Add-on Seats,APAC
2026-04-18,60.02,1,Starter Plan,APAC
2026-04-18,132.7,2,Starter Plan,APAC
2026-04-18,124.91,2,Starter Plan,North America
2026-04-18,114.06,2,Starter Plan,EMEA
2026-04-18,380.38,1,Enterprise Plan,EMEA
2026-04-18,54.52,1,Starter Plan,EMEA
2026-04-18,807.51,2,Enterprise Plan,North America
2026-04-18,53.01,1,Starter Plan,EMEA
2026-04-18,391.81,1,Enterprise Plan,North America
2026-04-18,343.85,1,Enterprise Plan,North America
2026-04-18,56.17,1,Starter Plan,North America
2026-04-19,441.15,1,Enterprise Plan,North America
2026-04-19,346.86,2,Growth Plan,EMEA
2026-04-19,399.98,2,Growth Plan,EMEA
2026-04-19,116.14,2,Starter Plan,EMEA
2026-04-19,821.68,2,Enterprise Plan,APAC
2026-04-19,834.59,2,Enterprise Plan,EMEA
2026-04-19,58.54,2,Add-on Seats,EMEA
2026-04-19,361.85,2,Growth Plan,EMEA
2026-04-19,29.5,1,Add-on Seats,EMEA
2026-04-19,115.37,2,Starter Plan,North America
2026-04-19,29.3,1,Add-on Seats,EMEA
2026-04-19,313.84,2,Growth Plan,North America
2026-04-20,367.86,2,Growth Plan,North America
2026-04-20,64.28,2,Add-on Seats,North America
2026-04-20,804.81,2,Enterprise Plan,EMEA
2026-04-20,343.71,2,Growth Plan,APAC
2026-04-20,366.69,1,Enterprise Plan,North America
2026-04-20,117.16,2,Starter Plan,EMEA
2026-04-20,69.02,2,Add-on Seats,North America
2026-04-20,125.22,2,Starter Plan,EMEA
2026-04-20,60.8,1,Starter Plan,North America
2026-04-20,58.36,2,Add-on Seats,North America
2026-04-20,338.23,1,Enterprise Plan,EMEA
2026-04-20,64.45,2,Add-on Seats,North America
2026-04-20,133.75,2,Starter Plan,North America
2026-04-20,55.86,2,Add-on Seats,North America
2026-04-20,55.6,1,Starter Plan,North America
2026-04-20,62.15,2,Add-on Seats,North America
2026-04-20,55.16,1,Starter Plan,EMEA
2026-04-20,109.71,2,Starter Plan,APAC
2026-04-20,30.63,1,Add-on Seats,EMEA
2026-04-20,173.9,1,Growth Plan,North America
2026-04-20,33.57,1,Add-on Seats,APAC
2026-04-20,58.65,1,Starter Plan,North America
2026-04-21,31.4,1,Add-on Seats,North America
2026-04-21,34.09,1,Add-on Seats,APAC
2026-04-21,382.72,1,Enterprise Plan,North America
2026-04-21,117.33,2,Starter Plan,North America
2026-04-21,59.23,1,Starter Plan,North America
2026-04-21,354.25,1,Enterprise Plan,North America
2026-04-21,175.78,1,Growth Plan,EMEA
2026-04-21,65.94,1,Starter Plan,North America
2026-04-21,127.67,2,Starter Plan,North America
2026-04-21,56.64,1,Starter Plan,APAC
2026-04-21,197.5,1,Growth Plan,APAC
2026-04-21,58.82,1,Starter Plan,APAC
2026-04-21,97.6,2,Starter Plan,North America
2026-04-21,55.68,1,Starter Plan,North America
2026-04-21,86.28,3,Add-on Seats,North America
2026-04-21,171.12,1,Growth Plan,North America
2026-04-21,173.81,1,Growth Plan,EMEA
2026-04-21,59.55,2,Add-on Seats,APAC
2026-04-21,28.44,1,Add-on Seats,North America
2026-04-21,55.91,1,Starter Plan,EMEA
2026-04-21,379.6,2,Growth Plan,North America
2026-04-21,355.35,2,Growth Plan,APAC
2026-04-21,57.12,1,Starter Plan,North America
2026-04-21,375.82,2,Growth Plan,EMEA
2026-04-21,201.09,1,Growth Plan,EMEA
2026-04-21,30.37,1,Add-on Seats,EMEA
2026-04-21,26.19,1,Add-on Seats,APAC
2026-04-21,343.3,2,Growth Plan,APAC
2026-04-21,442.95,1,Enterprise Plan,EMEA
2026-04-21,160.86,1,Growth Plan,North America
2026-04-21,78.76,3,Add-on Seats,North America
2026-04-22,144.32,1,Growth Plan,EMEA
2026-04-22,108.4,2,Starter Plan,North America
2026-04-22,354.85,2,Growth Plan,EMEA
2026-04-22,63.89,2,Add-on Seats,APAC
2026-04-22,166.01,1,Growth Plan,North America
2026-04-22,876.25,2,Enterprise Plan,APAC
2026-04-22,118.34,2,Starter Plan,North America
2026-04-22,164.93,1,Growth Plan,APAC
2026-04-22,29.08,1,Add-on Seats,EMEA
2026-04-22,108.28,2,Starter Plan,EMEA
2026-04-22,68.35,1,Starter Plan,APAC
2026-04-22,25.24,1,Add-on Seats,North America
2026-04-22,59.29,1,Starter Plan,North America
2026-04-22,381.16,2,Growth Plan,APAC
2026-04-22,59.7,1,Starter Plan,APAC
2026-04-22,27.62,1,Add-on Seats,North America
2026-04-22,427.21,1,Enterprise Plan,EMEA
2026-04-22,27.92,1,Add-on Seats,North America
2026-04-22,782.01,2,Enterprise Plan,North America
2026-04-22,184.84,1,Growth Plan,EMEA
2026-04-22,26.61,1,Add-on Seats,North America
2026-04-22,175.3,1,Growth Plan,EMEA
2026-04-22,348.18,2,Growth Plan,EMEA
2026-04-22,34.19,1,Add-on Seats,North America
2026-04-22,355.66,2,Growth Plan,North America
2026-04-22,376.11,1,Enterprise Plan,North America
2026-04-22,60.9,1,Starter Plan,EMEA
2026-04-22,62.67,2,Add-on Seats,North America
2026-04-23,187.09,1,Growth Plan,EMEA
2026-04-23,339.78,2,Growth Plan,EMEA
2026-04-23,166.16,1,Growth Plan,North America
2026-04-23,53.76,2,Add-on Seats,EMEA
2026-04-23,64.6,1,Starter Plan,North America
2026-04-23,173.25,1,Growth Plan,APAC
2026-04-23,170.95,1,Growth Plan,EMEA
2026-04-23,27.02,1,Add-on Seats,EMEA
2026-04-23,183.85,1,Growth Plan,APAC
2026-04-23,165.96,1,Growth Plan,North America
2026-04-23,1020.75,2,Enterprise Plan,North America
2026-04-23,363.6,2,Growth Plan,North America
2026-04-23,109.89,2,Starter Plan,North America
2026-04-23,463.01,1,Enterprise Plan,North America
2026-04-23,83.7,3,Add-on Seats,APAC
2026-04-23,344.92,2,Growth Plan,EMEA
2026-04-23,189.48,1,Growth Plan,EMEA
2026-04-23,59.94,1,Starter Plan,North America
2026-04-23,114.57,2,Starter Plan,North America
2026-04-23,320.45,2,Growth Plan,North America
2026-04-23,30.51,1,Add-on Seats,EMEA
2026-04-23,118.21,2,Starter Plan,EMEA
2026-04-23,119.91,2,Starter Plan,EMEA
2026-04-23,58.04,1,Starter Plan,EMEA
2026-04-23,325.14,2,Growth Plan,North America
2026-04-23,379.5,1,Enterprise Plan,EMEA
2026-04-23,327.04,2,Growth Plan,North America
2026-04-23,29.76,1,Add-on Seats,North America
2026-04-23,54.52,2,Add-on Seats,APAC
2026-04-24,27.68,1,Add-on Seats,North America
2026-04-24,402.6,1,Enterprise Plan,APAC
2026-04-24,58.66,2,Add-on Seats,North America
2026-04-24,529.13,3,Growth Plan,North America
2026-04-24,394.78,1,Enterprise Plan,North America
2026-04-24,120.01,2,Starter Plan,EMEA
2026-04-24,330.59,2,Growth Plan,APAC
2026-04-24,353.9,1,Enterprise Plan,North America
2026-04-24,31.21,1,Add-on Seats,EMEA
2026-04-24,178.33,1,Growth Plan,APAC
2026-04-24,60.7,2,Add-on Seats,North America
2026-04-24,406.05,1,Enterprise Plan,North America
2026-04-24,56.48,2,Add-on Seats,North America
2026-04-24,172.94,1,Growth Plan,APAC
2026-04-24,60.75,1,Starter Plan,EMEA
2026-04-24,53.26,2,Add-on Seats,APAC
2026-04-24,132.09,2,Starter Plan,APAC
2026-04-24,372.83,2,Growth Plan,APAC
2026-04-24,382.97,2,Growth Plan,North America
2026-04-24,55.37,2,Add-on Seats,North America
2026-04-24,26.31,1,Add-on Seats,EMEA
2026-04-24,53.37,1,Starter Plan,APAC
2026-04-24,53.14,2,Add-on Seats,EMEA
2026-04-24,358.55,2,Growth Plan,EMEA
2026-04-24,111.11,2,Starter Plan,EMEA
2026-04-24,189.28,3,Starter Plan,APAC
2026-04-24,61.04,1,Starter Plan,APAC
2026-04-24,59.33,2,Add-on Seats,North America
2026-04-24,112.9,2,Starter Plan,North America
2026-04-24,170.93,1,Growth Plan,EMEA
2026-04-24,56.79,2,Add-on Seats,APAC
2026-04-24,112.86,2,Starter Plan,APAC
2026-04-24,176.48,1,Growth Plan,EMEA
2026-04-24,60.03,2,Add-on Seats,EMEA
2026-04-24,179.23,1,Growth Plan,APAC
2026-04-24,388.81,1,Enterprise Plan,EMEA
2026-04-25,48.39,1,Starter Plan,EMEA
2026-04-25,108.46,2,Starter Plan,EMEA
2026-04-25,183.45,1,Growth Plan,EMEA
2026-04-25,64.32,2,Add-on Seats,EMEA
2026-04-25,27.63,1,Add-on Seats,North America
2026-04-25,58.24,2,Add-on Seats,North America
2026-04-25,171.2,1,Growth Plan,APAC
2026-04-25,189.16,1,Growth Plan,North America
2026-04-26,31.11,1,Add-on Seats,EMEA
2026-04-26,57.13,2,Add-on Seats,North America
2026-04-26,98.78,2,Starter Plan,North America
2026-04-26,62.57,2,Add-on Seats,EMEA
2026-04-26,195.86,1,Growth Plan,EMEA
2026-04-26,357.39,2,Growth Plan,EMEA
2026-04-26,62.07,2,Add-on Seats,APAC
2026-04-26,361.1,2,Growth Plan,North America
2026-04-26,434.35,1,Enterprise Plan,EMEA
2026-04-26,396.82,1,Enterprise Plan,North America
2026-04-26,156.8,3,Starter Plan,EMEA
2026-04-26,132.67,2,Starter Plan,North America
2026-04-26,61.84,1,Starter Plan,EMEA
2026-04-27,30.9,1,Add-on Seats,EMEA
2026-04-27,121.72,2,Starter Plan,APAC
2026-04-27,57.63,1,Starter Plan,North America
2026-04-27,737.63,2,Enterprise Plan,North America
2026-04-27,29.18,1,Add-on Seats,North America
2026-04-27,122.65,2,Starter Plan,EMEA
2026-04-27,178.15,1,Growth Plan,North America
2026-04-27,1707.69,4,Enterprise Plan,EMEA
2026-04-27,459.04,1,Enterprise Plan,APAC
2026-04-27,59.58,1,Starter Plan,EMEA
2026-04-27,25.49,1,Add-on Seats,APAC
2026-04-27,121.33,2,Starter Plan,North America
2026-04-27,397.25,2,Growth Plan,EMEA
2026-04-27,116.4,2,Starter Plan,EMEA
2026-04-27,128.16,2,Starter Plan,EMEA
2026-04-27,31.92,1,Add-on Seats,North America
2026-04-27,30.39,1,Add-on Seats,APAC
2026-04-27,810.09,2,Enterprise Plan,APAC
2026-04-27,169.94,1,Growth Plan,North America
2026-04-27,27.46,1,Add-on Seats,EMEA
2026-04-27,446.56,1,Enterprise Plan,North America
2026-04-27,429.68,1,Enterprise Plan,APAC
2026-04-27,416.86,1,Enterprise Plan,APAC
2026-04-27,64.97,2,Add-on Seats,North America
2026-04-28,112.89,2,Starter Plan,EMEA
2026-04-28,407.73,2,Growth Plan,EMEA
2026-04-28,415.66,1,Enterprise Plan,North America
2026-04-28,867.93,2,Enterprise Plan,APAC
2026-04-28,381.46,1,Enterprise Plan,APAC
2026-04-28,61.46,1,Starter Plan,North America
2026-04-28,27.15,1,Add-on Seats,North America
2026-04-28,192.4,1,Growth Plan,North America
2026-04-28,58.17,1,Starter Plan,EMEA
2026-04-28,169.08,1,Growth Plan,APAC
2026-04-28,57.18,2,Add-on Seats,EMEA
2026-04-28,316.38,2,Growth Plan,EMEA
2026-04-28,128.17,2,Starter Plan,North America
2026-04-28,176.92,1,Growth Plan,North America
2026-04-28,162.87,1,Growth Plan,North America
2026-04-28,124.69,2,Starter Plan,North America
2026-04-28,179.23,1,Growth Plan,EMEA
2026-04-28,57.8,1,Starter Plan,North America
2026-04-28,375.12,1,Enterprise Plan,APAC
2026-04-28,33.89,1,Add-on Seats,North America
2026-04-28,29.36,1,Add-on Seats,EMEA
2026-04-28,64.5,1,Starter Plan,North America
2026-04-28,122.57,2,Starter Plan,APAC
2026-04-28,111.06,2,Starter Plan,North America
2026-04-28,169.26,1,Growth Plan,North America
2026-04-28,320.29,2,Growth Plan,EMEA
2026-04-29,57.1,1,Starter Plan,APAC
2026-04-29,52.95,1,Starter Plan,APAC
2026-04-29,29.25,1,Add-on Seats,EMEA
2026-04-29,59.42,1,Starter Plan,North America
2026-04-29,352.13,2,Growth Plan,APAC
2026-04-29,414.82,1,Enterprise Plan,North America
2026-04-29,57.81,1,Starter Plan,North America
2026-04-29,167.01,1,Growth Plan,North America
2026-04-29,58.94,1,Starter Plan,APAC
2026-04-29,103.64,2,Starter Plan,APAC
2026-04-29,29.11,1,Add-on Seats,EMEA
2026-04-29,601.62,3,Growth Plan,APAC
2026-04-29,113.94,2,Starter Plan,EMEA
2026-04-29,30.8,1,Add-on Seats,EMEA
2026-04-29,183.6,1,Growth Plan,North America
2026-04-29,332.67,2,Growth Plan,North America
2026-04-29,120.11,2,Starter Plan,North America
2026-04-29,107.24,2,Starter Plan,North America
2026-04-29,31.41,1,Add-on Seats,EMEA
2026-04-29,493.26,1,Enterprise Plan,EMEA
2026-04-29,62.86,1,Starter Plan,North America
2026-04-29,359.66,2,Growth Plan,North America
2026-04-29,166.79,1,Growth Plan,North America
2026-04-29,182.34,1,Growth Plan,EMEA
2026-04-29,53.82,1,Starter Plan,North America
2026-04-29,464.92,1,Enterprise Plan,EMEA
2026-04-29,169.68,1,Growth Plan,North America
2026-04-30,30.97,1,Add-on Seats,North America
2026-04-30,31.49,1,Add-on Seats,APAC
2026-04-30,136.85,2,Starter Plan,EMEA
2026-04-30,65.34,1,Starter Plan,North America
2026-04-30,127.0,2,Starter Plan,EMEA
2026-04-30,55.21,1,Starter Plan,North America
2026-04-30,52.62,1,Starter Plan,North America
2026-04-30,138.49,2,Starter Plan,EMEA
2026-04-30,27.46,1,Add-on Seats,North America
2026-04-30,57.01,1,Starter Plan,EMEA
2026-04-30,57.19,1,Starter Plan,North America
2026-04-30,451.6,1,Enterprise Plan,EMEA
2026-04-30,112.89,2,Starter Plan,EMEA
2026-04-30,126.08,2,Starter Plan,EMEA
2026-04-30,60.57,1,Starter Plan,EMEA
